message_text_persian,message_text_english,time_est,date,has_media,media_filename,includes_video,audio_transcription_persian,audio_transcription_persian_v2,audio_transcription_english,ocr_text_persian,ocr_text_english,keywords,screenshots,theme,include_person,AI_generated
"🛑 ورزشکاراشونم آدمکشن

🔺️یکی از اعضای تیم اعزامی اسرائیل به المپیک زمستانی، سرباز ذخیرۀ تیپ ۱۸۸ زرهی از آب دراومد، واحدی که مسئول قتل روزنامه‌نگارا تو بیمارستان تو غزه است. 

⚠️اسرائیل فقط ٨٠٠ ورزشکار فلسطینی رو تو دو سال به قتل رسونده اما از المپیک زمستانی محروم نشده. 

🆔 @akhbarenfejari","🛑 Their athletes are murderers

🔺️ One of the members of Israel's team sent to the Winter Olympics was a reserve soldier of the 188th Armored Brigade, a unit responsible for killing journalists in a hospital in Gaza.

⚠️ Israel has killed 800 Palestinian athletes in two years but has not been banned from the Winter Olympics.

🆔 @akhbarenfejari",2026-02-09 06:45:07 EST,2026-02-09,Y,2026-02-09_029.jpg,N,,,,,,"Israeli athletes, Winter Olympics, Palestinian journalists, Gaza deaths",,Gaza Genocide,Herzog,No
"🛑 همه‌جا منفورن

🔺️همزمان با سفر «هرتزوگ» رئیس رژیم صهیونیستی به استرالیا، هزاران نفر تو شهرهای مختلف این کشور در اعتراض به این سفر به خیابون‌ها اومدن و خواستن اخراج بشه.

🆔 @akhbarenfejari","🛑 Despised everywhere

🔺️ Concurrent with Herzog's, the head of the Zionist regime's, visit to Australia, thousands of people in different cities of the country took to the streets in protest of this visit and wanted him deported.

🆔 @akhbarenfejari",2026-02-09 07:00:41 EST,2026-02-09,Y,2026-02-09_030.mp4,Y,I'm,دیونیز دنه هاکا دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که دنه او که د,This audio segment is too heavily corrupted with repetitive phonetic noise to extract meaningful content.,,,"Herzog, Zionist regime, Australia, protests, deport",,Protests,Herzog,No
"ارشدترین تحلیلگر شبکه‌ی اینترنشنال:

🆔 @akhbarenfejari","Senior analyst of the International network:

🆔 @akhbarenfejari",2026-02-09 07:16:19 EST,2026-02-09,Y,2026-02-09_031.mp4,Y,چر بنی تانیو بی بی جگفتمیشه بخطر دو تبی هست بینیامیم آم نه بخطرین نستید دلیلی دیگیدر آلا نمیدر آم آی کسید از تانی دونه بیگه ما فکم کردن اونه بلی زهرن دلیلی دیگیدر,چر بنیتانیو بی بیگه گفتمیشه. بخطر دو تبیه از بینیامیم. آم؟ نه. بخطرین نسید دلیلی دیگیدر آلا نمیدر آم. آی کسی دستان می دنه بیگه. ما فکم کردن اونه بلی زهرند دلیلی دیگیدر.,"Why did the British... it was said. We are in danger of two problems. Right? No. The most dangerous thing is that there's no other reason in... I don't understand. Someone is saying something about this. We thought about that. Yes, there's another reason.",,,"analyst, news",,International news,,No
"🩸زخم جراحی هنوز بازه که!!!!!

🔺️با اینکه دولت ارز رو تک نرخی کرد (همون جراحی اقتصادی) ولی هنوز ۱۳۰ میلیارد دلار از ارز کشور توسط صادر کننده‌ها برنگشته.

🔺️افزایش قیمت مواد اولیه و تولیدات داخلی که بماند.

🔺️طرح تقویت پول ملی، راهکار ریشه‌ای حل مشکلات اقتصادیه.

⚠️ رئیس جمهور چند وقت پیش گفته بودن «برای یک میلیارد دلار چانه می‌زنیم»!!!

🆔 @akhbarenfejari","🩸 The surgical wound is still open!!!!!

🔺️ Although the government unified the exchange rate (that economic surgery), 130 billion dollars of the country's foreign currency has still not been returned by exporters.

🔺️ The increase in the price of raw materials and domestic products is another matter.

🔺️ The plan to strengthen the national currency is a fundamental solution to economic problems.

⚠️ The President said some time ago ""we're haggling over one billion dollars""!!!

🆔 @akhbarenfejari",2026-02-09 07:24:17 EST,2026-02-09,Y,2026-02-09_032.mp4,Y,که رو از این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق الان شدر اشتاده پائی مدیار دولار یا این مبلاق این مبلاق این مبلاق الان شدر اش  در هدود ای کنیم مما هدود نوه ملیاد دولار ازافه کردی براقمه کمه نرخ ارد رو بشددد افسایش دادیم یعنی از هفتا که دیم ساته سیتما ساته چلتو من بری هنوزم ارس بر نمی گردیم بایت نظمی تلاجه بشد اشارتی موجود موتا مبین باننی مينده مردوم سوگن دیاد کردیم که هافزم هوجوگ مردوم باشدنی مجرس مغدس آیا ارزیابی دقیی از نتحایج سیاست  از ورز بسانشة پونسدی و دادر کال آبارگه ایک ملیون توانی داریم آئی ارز یابی درگیز از ورز توال آر آب واله افتد از اارتوانی ورسوندان آرم دبیش از سدسی از اارتوان داریم آئیام از اولین اجرائی کشو ار می دون انکی اختصاد و مئیشت مردوم ارن بچه سمتی در ارکت بکونه آئیام می دون انکیز سیازات هامونجر با فسوه اجس سیتو پنجان درسد اتقربن کلیی کار  از مبادشوینده گرفته به دانشدی امبان شدنیها بروغال مطول لاسه کدرو خودرو لبازم ساختمانی مقانیز ممنشمین هست که وقتی که از افسایش مدامی کنه از سلیگه بارداد از سلیگه بورسکالا از سلیگه کافانین دولاری سازیگه در اختیساد ماد در مجلس وستکر درسال های ربی خب کتیمت کالا افسایش مدامی کنه مانتاگه  ازم از هیدرهیسی محترمین حسش که کبانی رو سری مرد برسی کارو به در مجر سر هی تقبیعت پولمیل رو حقید ددم در کمیسون اخذ سات یار چررر رات شدرم اتخازدرم کبیدر سهن مجرس و برسیمش توین کبانی ندولاری سازی چیمشه هست فیشه,که را بربنده به رواصای مختاره مقواهه است. تو اجب افرمهد موزو ارز و محبیاته یه ارزیکه از مسأل مهم مکش فرههست که ارز او سرس آدرات قیر نفتي. اصال نباده هفت آازر موهزار چار سدشار. هدوده هفتاده شش مدیار دولار برنه گشته. یه ریت آه هداده سرسیش شدیه که افانه شده. ان مبلاق ال آل آل شده راشتاده په مدیار دولار یه نی در هدوده یه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه کنی مدیه ک  موکنیم مما هودود نوه ملیاد دولار ازافه کرده براق مهین کمان نرخ ارد رو بشددد افسایش دادیم یعنی از هفتاکتما کردیم سدستی طباز دیچه توان بری هنوزم ارس بر نمی کردیم با دلازم اتاواجه بشد اشارت موجود. مونتا مما بیم بانه نمائنده مردوم سوگن دیاد کردیم که هافزم هوجوگ مردوم باشنده ری مجرس مغددس. آیا ارزیابی دقیی ای از نتحایج سیاس ات هز و ارزی بی سنشه پونسدیی و دادر کال آ برگه ایک ملیو  این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  از افسایش مدام میکنه از ساریگه کافانی ندولاری سازیگ در اختیساد ماد در مجلس بس کر درسال های غبی خب کتیمت کالها افسایش مدام میکنه.  هه تقویت پولمه لیروه حقید ددم در کمیسون اخضزاد یار چره را رات شدرمه تخازدرم کبیاد در سهنم اجلس و براسیمش تاین کافانی ندولاری سازی چیمشه هاز فشر,"This segment discusses currency issues, exchange rates, and economic policies. It mentions concerns about rising prices, inflation reaching about 76 percent, and approximately 9 billion dollars being added, discussing currency rate increases and parliamentary economic discussions, though the audio quality makes precise details difficult to extract.",,,"exchange rate, currency, exporters, foreign currency, economic reform",,Iranian economy,,No
"🛑 کف حقوق رو به نسبت تورم زیاد کنید

🔺️زارعی، نماینده مردم دشتی و تنگستان تو مجلس گفت با توجه به تورمی که افسارش رها شده و قدرت خرید مردم که کم شده لازمه به حقوق کارگران و حداقل بگیران توجه ویژه‌ای بشه.

🆔 @akhbarenfejari","🛑 Increase the minimum wage proportional to inflation

🔺️ Zarei, representative of the people of Deshti and Tangestan in parliament, said that given the inflation that has gotten out of control and the diminished purchasing power of people, special attention must be paid to workers' wages and minimum wages.

🆔 @akhbarenfejari",2026-02-09 07:27:09 EST,2026-02-09,Y,2026-02-09_033.mp4,Y,جنا بغی دکتور پزشکیان ریسجا مورماترام بات واجه بتبر رومل جام گسیختف که ششدی رکادت خریل مردم بیجه اقشار آسی بزیر زرورد دارد نسبت بقف زایشه هوغو داس مزد کارگران و هددخل بگیران تباجه و اخدام جدی سورد بگیر اینا باقن زیر ختم تفاق دران زندگی میکنان این مهمترین مطالویز که  و سایرن ماندگان مائلس از جنابالی بدولت جنابالی داریم و ماتل بباد بیالات مطیودی امريقا و ازان بی ایشان حشتار میدام کدست از اربد کشید ارم انتخبار دارن مردوم ایران از ان تاديدها هراس این خانداش لزقاتان بطرام بدیبان ایلان می کنم که رو اشهید ماده بی و رو اشهید تبسلیها  در خلیج فارس منتزر شماس بخلیج فارس را بجهن نمی از آتش مرشم آوین ایرواستان تب دیگ خواه اتکر,جنا بای دا که رویدی اگیدی سورت بگیری.  از جنابالی بدولت جنابالی داریم. و مطلب بات بیالات مطاودی امریکا و ازانه بی ایشان هشتار میدام. کدست از اربد کشید ارم انتخبار دارن. مردوم ایران از ان تادیدها هراش این خانداش. لزاقاتان بترام بدیبانه ایلام می کنم. که رو اشهید مادهوی. و رو اشهیدت و سلیها در خلیج فارس. من تزر شماس بخلیج فارس.  فارس را بجه نمی از آتشم رشمه و نی راستان تب دیخواهد کرد.,"This is about threats and warnings regarding America's threats to Iran. It mentions the Iranian people's fear of threats, discussions about the Strait of Hormuz, and warnings about defending Iranian territories, though the audio is heavily corrupted.",,,"minimum wage, inflation, workers rights, purchasing power",,Iranian economy,Zarei,No
"🛑 امروز چه خبره؟

⚽️ لیگ نخبگان آسیا 

فوتبال الوحده امارات - الاهلی عربستان
⏰️ ساعت 17:15

⚽️ لیگ نخبگان آسیا 

فوتبال شباب الاهلی - الهلال
⏰️  ساعت 19:30

⚽️ هفته 24 سری آ ایتالیا

فوتبال آتالانتا - کرمونزه
⏰ ساعت ۲۱:۰۰

فوتبال رم - کالیاری 
⏰ ساعت ۲۳:۱۵

⚽️ هفته 23 لالیگا اسپانیا

فوتبال ویارئال - اسپانیول
⏰ ساعت ۲۳:۳۰

🆔 @akhbarenfejari","🛑 What's the news today?

⚽️ AFC Champions League

Football Al-Wahda UAE - Al-Ahli Saudi Arabia
⏰️ 17:15

⚽️ AFC Champions League

Football Shabab Al-Ahli - Al-Hilal
⏰️ 19:30

⚽️ Week 24 Serie A Italy

Football Atalanta - Cremonese
⏰ 21:00

Football Roma - Cagliari
⏰ 23:15

⚽️ Week 23 La Liga Spain

Football Villarreal - Espanyol
⏰ 23:30

🆔 @akhbarenfejari",2026-02-09 07:41:29 EST,2026-02-09,Y,2026-02-09_034.jpg,N,,,,,,"AFC Champions League, Serie A, La Liga, football schedule",,Sports,,No
"🛑 کنکور سراسری ۱۱ و ۱۲ تیرماه برگزار میشه

🔻 سازمان سنجش گفته:
کنکور سراسری سال ۱۴۰۵ در روز‌های پنجشنبه و جمعه ۱۱ و ۱۲ تیرماه ۱۴۰۵ برگزار میشه. 

🗓 زمان ثبت‌نام در کنکور سراسری سال ۱۴۰۵، روز‌های ۱۸ تا ۲۸ اسفند ۱۴۰۴ تعیین شده.

🆔 @akhbarenfejari","🛑 National Entrance Exam will be held on 11th and 12th of Tir

🔻 Assessment Organization said:
The national entrance exam of 1405 will be held on Thursday and Friday, 11th and 12th of Tir month 1405.

🗓 Registration time for the national entrance exam of 1405 is set for 18th to 28th of Esfand 1404.

🆔 @akhbarenfejari",2026-02-09 07:53:58 EST,2026-02-09,Y,2026-02-09_035.jpg,N,,,,,,"national entrance exam, 1405, registration, assessment organization",,Exams,,No
"خبر بد برای ترامپ!😁

🔻 سفیر روسیه در هند گفته:
روسیه با وجود فشارهای غرب، هنوز هم جایگاه خودش رو به‌عنوان بزرگ‌ترین تأمین‌کننده نفت هند حفظ کرده.

⚠️ ترامپ می‌خواد هند رو مجبور کنه به جای خرید نفت از روسیه، نفت ونزوئلا رو از آمریکا بخره!!!

🆔 @akhbarenfejari","Bad news for Trump!😁

🔻 Russian Ambassador to India said:
Despite Western pressures, Russia still maintains its position as India's largest oil supplier.

⚠️ Trump wants to force India to buy Venezuelan oil from America instead of buying oil from Russia!!!",2026-02-09 08:04:50 EST,2026-02-09,Y,2026-02-09_036.jpg,N,,,,,,"Russia, oil trade, India, Trump, geopolitics",,War coverage,Trump,No
"ایرانی با کسی شوخی نداره😎

🚀 روزنامه عبری معاریو ادعا کرده:
تهدیدهای ایران در مورد اینکه اگه آمریکا حمله کنه، ایران حملات موشکی گسترده‌ای رو در منطقه شروع می‌کنه، اصلی‌ترین دلیلی بود که آمریکا رو به انتخاب مسیر مذاکره مجبور کرد!

🆔 @akhbarenfejari","Iranians don't joke with anyone😎

🚀 Hebrew newspaper Ma'ariv claimed:
Iran's threats that if America attacks, Iran will launch extensive missile strikes in the region, was the main reason that forced America to choose the path of negotiation!

🆔 @akhbarenfejari",2026-02-09 08:17:56 EST,2026-02-09,Y,2026-02-09_037.jpg,N,,,,,,"Iran missile threat, negotiations, regional security, deterrence",,War coverage,,No
"چه عجب!😏

🔻 وزرای امور خارجه مصر، اردن، امارات، اندونزی، پاکستان، ترکیه، عربستان سعودی و قطر گفتن: اشغالگران اسرائیلی هیچ حاکمیتی بر سرزمین‌های اشغالی فلسطین ندارن.

🆔 @akhbarenfejari","How surprising!😏

🔻 Foreign Ministers of Egypt, Jordan, UAE, Indonesia, Pakistan, Turkey, Saudi Arabia and Qatar said: Israeli occupiers have no sovereignty over occupied Palestinian territories.

🆔 @akhbarenfejari",2026-02-09 08:30:03 EST,2026-02-09,Y,2026-02-09_038.jpg,N,,,,,,"Palestinian territories, Israeli occupation, foreign ministers, Middle East",,Gaza Genocide,,No
"پُر خرج‌ترین تیم عربستان!😳

⚽️ الهلال با ۶۵۰ میلیون یورو هزینه خالص، بیشترین خرج رو در لیگ حرفه‌ای عربستان داشته!

🆔 @akhbarenfejari","Most expensive team in Saudi Arabia!😳

⚽️ Al-Hilal with a net spending of 650 million euros had the highest spending in Saudi Arabia's professional league!

🆔 @akhbarenfejari",2026-02-09 08:43:12 EST,2026-02-09,Y,2026-02-09_039.jpg,N,,,,,,"Saudi Arabia, Al-Hilal, football, spending",,Sports,,No
"بالای سرشون هستیم!😎

🖥 خبرگزاری (AFP) فرانسه با انتشار عکسی گفته:
تمام پایگاه‌های آمریکا تو منطقه زیر ضرب موشک‌های بالستیک ایران هستن!

🆔 @akhbarenfejari","We are above their heads!😎

🖥 French news agency (AFP) said by publishing a photo:
All American military bases in the region are under the strike of Iran's ballistic missiles!

🆔 @akhbarenfejari",2026-02-09 08:54:50 EST,2026-02-09,Y,2026-02-09_040.jpg,N,,,,,,"Iran ballistic missiles, US military bases, regional threat",,War coverage,,No
"🛑 غزه رو فراموش نکردیم

🔻 برگزارکنندگان ناوگان «صمود جهانی» در تدارک اعزام بزرگ‌ترین کاروان امدادی به نوار غزه هستن.

⛴ این کاروان امدادی شامل ۱۰۰ شناور و بیشتر از ۱۰۰۰ داوطلب، از جمله کادر درمان و مهندسان هست.

🗓 این افراد، ۲۹ مارس از بارسلون حرکت می‌کنن. 

⚠️ اسرائیلی‌ها حتی با وجود آتش‌بس، همین چند وقت پیش یه ناوگان امدادی که شامل ۴۰ قایق بود رو در ۲۰۰ مایلی غزه متوقف کردن!

🆔 @akhbarenfejari","🛑 We didn't forget Gaza

🔻 The organizers of the ""Global Steadfastness Fleet"" are preparing to send the largest humanitarian convoy to Gaza Strip.

⛴ This humanitarian convoy includes 100 vessels and more than 1000 volunteers, including medical personnel and engineers.

🗓 These people will depart from Barcelona on March 29th.

⚠️ Even with the ceasefire, Israelis stopped a humanitarian convoy that included 40 boats just a few weeks ago at 200 miles from Gaza!

🆔 @akhbarenfejari",2026-02-09 09:04:06 EST,2026-02-09,Y,2026-02-09_041.jpg,N,,,,,,"humanitarian convoy, Gaza aid, ceasefire, Global Steadfastness Fleet",,Gaza Genocide,,No
"بعد ما تازه می‌خوایم بدیم بره!!🙄🤦

🏭 شرکت برق توکیو گفته:
نیروگاه «کاشیوازاکی-کاریوا» بزرگترین نیروگاه اتمی ژاپن، دوباره راه‌اندازی شده.

🆔 @akhbarenfejari","Then we just want to give it away!!🙄🤦

🏭 Tokyo Electric Power Company said:
The ""Kashiwazaki-Kariwa"" nuclear power plant, Japan's largest nuclear power plant, has been restarted.

🆔 @akhbarenfejari",2026-02-09 09:18:00 EST,2026-02-09,Y,2026-02-09_042.jpg,N,,,,,,"nuclear power plant, Japan, energy, Kashiwazaki-Kariwa",,International news,,No
"⚽️ نتايج و جدول لیگ آزادگان در پایان هفته ۲۱

🆔 @akhbarenfejari","⚽️ Results and table of Azadegan League at the end of week 21

🆔 @akhbarenfejari",2026-02-09 09:30:25 EST,2026-02-09,Y,2026-02-09_043.jpg,N,,,,,,"Azadegan League, football, standings, week 21",,Sports,,No
"🏆 لیست انیمیشن‌هایی که نامزد دریافت جایزه‌ی بهترین انیمیشن سینمایی در مراسم اسکار ۲۰۲۶ هستن:

• Zootopia 2
• Kpop Demon Hunters
• Elio
• Arco
• Little Amélie or the Character of Rain

🆔 @akhbarenfejari","🏆 List of animations nominated for Best Animated Feature award at the 2026 Oscar ceremony:

• Zootopia 2
• Kpop Demon Hunters
• Elio
• Arco
• Little Amélie or the Character of Rain

🆔 @akhbarenfejari",2026-02-09 09:42:03 EST,2026-02-09,Y,2026-02-09_044.jpg,N,,,,,,"Oscar awards, animated films, 2026 ceremony, nominations",,Pop culture,,No
"دزدی دریایی ادامه داره!😡

🚢 وزارت جنگ آمریکا گفته:
نفتکش آکیلا ۲ رو توقیف کردیم!!!

⚠️ آمریکایی‌ها این نفتکش رو از «دریای کارائیب تا اقیانوس هند» تعقیب کردن!

🆔 @akhbarenfejari","Piracy continues! 😡

🚢 US Department of Defense said:
We seized the Akilah 2 tanker!!!

⚠️ Americans pursued this oil tanker from ""the Caribbean Sea to the Indian Ocean""!

🆔 @akhbarenfejari",2026-02-09 09:53:41 EST,2026-02-09,Y,2026-02-09_045.jpg,N,,,,,,"US military, oil tanker, seizure, piracy, sanctions",,War coverage,,No
"حساب کار دستشون اومده!✌️🇮🇷

🖥 خبرگزاری وال استریت ژورنال گفته:
موشک‌های بالستیک برای ایران به «چاقوی همه‌کاره سوئیسی» تبدیل شده‌!

🚀 این موشک‌ها هم ابزار قدرت هستن، هم ابزار دفاع و هم ابزار بازدارندگی.

🆔 @akhbarenfejari","Their accounts have been settled! ✌️🇮🇷

🖥 Wall Street Journal news agency said:
Ballisticmissiles for Iran have turned into a ""Swiss Army knife""!

🚀 These missiles are tools of power, defense, and deterrence all at once.

🆔 @akhbarenfejari",2026-02-09 10:05:04 EST,2026-02-09,Y,2026-02-09_046.jpg,N,,,,,,"ballistic missiles, Iran, defense, deterrence, weapons",,War coverage,,No
"⚽️ یامال برترین گلزن زیر 19 سال تاریخ

📊 بعد از گل یامال برابر مایورکا، حالا با ثبت 24 گل برترین گلزن زیر 19 سال رقابت‌های لیگ لقب گرفته.

⚠️ قبل از یامال، امباپه تونسته بود قبل از 19 سالگی به 23 گل برسه.

🆔 @akhbarenfejari","⚽️ Yamal is the best under-19 goal scorer in history

📊 After Yamal's goal against Mallorca, he now holds the title of best goal scorer under 19 years old in league competitions with 24 goals.

⚠️ Before Yamal, Mbappé was able to reach 23 goals before turning 19.

🆔 @akhbarenfejari",2026-02-09 10:17:39 EST,2026-02-09,Y,2026-02-09_047.jpg,N,,,,,,"football, goal scorer, Yamal, record, La Liga",,Sports,Yamal,No
"🛑 هدفشون ناامن کردن منطقه هست!

🔻 سرویس اطلاعات خارجی روسیه گفته:
کشورهای غربی قصد دارن از طریق سازمان‌های غیردولتی اوضاع بلاروس و منطقه رو بی‌ثبات کنن!

🆔 @akhbarenfejari","🛑 Their goal is to destabilize the region!

🔻 Russia's Foreign Intelligence Service said:
Western countries intend to destabilize Belarus and the region through non-governmental organizations!

🆔 @akhbarenfejari",2026-02-09 10:30:27 EST,2026-02-09,Y,2026-02-09_048.jpg,N,,,,,,"Belarus, destabilization, NGOs, Western influence, geopolitics",,Foreign intervention,,No
"خوشی زده بود زیر دلمون که انقلاب کردیم؟!🤔

📊 وقتی آمارها حرف می‌زنن!

💡 شاید این سؤال برات پیش بیاد:
مردم چرا دست به انقلاب زدن؟

📑 یکی از واقعیت‌های مهم قبل از انقلاب، وضعیت بد سواد عمومی و آموزش در کشور بود.

😳 بر اساس اسناد تاریخی و آمارهای رسمی، تا اواسط دهه ۱۳۵۰، بخش بزرگی از جمعیت ایران هنوز بی‌سواد بود، به‌خصوص در روستاها و شهرهای کوچک.

🧐 یرواند آبراهامیان توضیح میده که با وجود گسترش مدرسه و دانشگاه، رشد آموزش نامتوازن بود و بیشتر امکانات آموزشی در چند شهر بزرگ متمرکز شده بود.

🤔 حالا سؤال اینجاست:
جامعه‌ای که آموزش توش نابرابره، می‌تونه به رضایت عمومی برسه؟

📚 منبع:
یرواند آبراهامیان، ایران بین دو انقلاب،
بخش آموزش، سواد عمومی و توسعه نامتوازن

⏳ ماجرا به اینجا ختم نمیشه
ادامه داره...

📜 #برگی_از_تاریخ

🆔 @akhbarenfejari","Were we happy that we made a revolution? 🤔

📊 When statistics speak!

💡 You might wonder:
Why did people make a revolution?

📑 One of the important facts before the revolution was the poor state of public literacy and education in the country.

😳 Based on historical documents and official statistics, until the mid-1970s, a large part of Iran's population was still illiterate, especially in villages and small cities.

🧐 Ervand Abrahamian explains that despite the expansion of schools and universities, educational development was unbalanced and most educational facilities were concentrated in a few major cities.

🤔 Now the question is:
Can a society with unequal education reach public satisfaction?

📚 Source:
Ervand Abrahamian, Iran Between Two Revolutions,
Education Section, Public Literacy and Unbalanced Development

⏳ The story doesn't end here
It continues...

📜 #A Page from History

🆔 @akhbarenfejari",2026-02-09 10:42:34 EST,2026-02-09,Y,2026-02-09_049.jpg,N,,,,,,"Iranian revolution, literacy, education, statistics, progress",,Pro-regime,,No
"بارش برف و بارون مهمان پایتخت😍

⛈ اداره کل هواشناسی تهران گفته:
بارش بارون، وزش باد و رگبار، رعد و برق در بخش‌های شمالی و در ارتفاعات بارش برف و بارون پیش‌بینی میشه.

🆔 @akhbarenfejari","Snow and rain are visiting the capital 😍

⛈ Tehran Meteorological Organization said:
Rain, wind and showers, thunder and lightning are expected in northern areas and snow and rain in mountainous regions.

🆔 @akhbarenfejari",2026-02-09 10:54:45 EST,2026-02-09,Y,2026-02-09_050.jpg,N,,,,,,"snow, rain, Tehran, meteorology, weather forecast",,Weather and landscape,,No
"مقصد عوض شد!🤨

😳 ایلان ماسک گفته:
فعلاً تمرکز اصلیمون رو گذاشتیم روی ساخت یک شهر خودکفا روی ماه، چون سفر به ماه هم سریع‌تره، هم میشه هر ۱۰ روز یک‌بار بهش رفت و برگشت!

⚠️ اسپیس‌ایکس قبلا برنامه‌ای برای ساخت یه شهر روی مریخ داشت!

🆔 @akhbarenfejari","The destination changed! 🤨

😳 Elon Musk said:
We've shifted our main focus to building a self-sufficient city on the moon, because traveling to the moon is faster and we can go and return every 10 days!

⚠️ SpaceX previously had a plan to build a city on Mars!

🆔 @akhbarenfejari",2026-02-09 11:05:10 EST,2026-02-09,Y,2026-02-09_051.jpg,N,,,,,,"SpaceX, moon city, Elon Musk, space exploration, Mars",,International news,Elon Musk,No
"پاچه‌خواری‌ها جواب نداد!🥴

🖥 رسانه‌های آمریکایی گفتن:
کاخ سفید بازم از کارهای ماچادو رهبر جریان غربگرای ونزوئلا ناراضی هست!

⚠️ همین چند وقت قبل بود که ماچادو جایزه نوبل خودش رو به ترامپ هدیه داد!

🆔 @akhbarenfejari","Flattery didn't work! 🥴

🖥 American media said:
The White House is still dissatisfied with Machado's actions, leader of Venezuela's westernized movement!

⚠️ Just a few days ago, Machado gifted his Nobel Prize to Trump!

🆔 @akhbarenfejari",2026-02-09 11:22:15 EST,2026-02-09,Y,2026-02-09_052.jpg,N,,,,,,"Venezuela, Machado, Trump, Nobel Prize, White House",,International news,Machado,No
"🛑 با ایران در تماس هستیم

🔻 وزیر خارجه روسیه گفته:
از تلاش‌های میانجی‌گرانه عمان در مذاکرات بین ایران و آمریکا استقبال می‌کنیم. مسکو در تماس دائم با ایران است.

🆔 @akhbarenfejari","🛑 We are in contact with Iran

🔻 Russia's Foreign Minister said:
We welcome Oman's mediation efforts in negotiations between Iran and the US. Moscow is in constant contact with Iran.

🆔 @akhbarenfejari",2026-02-09 11:37:27 EST,2026-02-09,Y,2026-02-09_053.jpg,N,,,,,,"Iran-US negotiations, Russia, Oman mediation, diplomacy",,International news,,No
"🛑 ۱۹سانس فوق‌العاده برای ۹فیلم فجر

🎞 با استقبال مخاطبان، ۹ فیلم جشنواره فجر، امشب ۲۰ بهمن در ۱۹ سانس ویژه روی پرده میرن.

🆔 @akhbarenfejari","🛑 19 special screenings for 9 Fajr Festival films

🎞 With audience reception, 9 films from the Fajr Festival will be screened tonight, the 20th of Bahman, in 19 special sessions.

🆔 @akhbarenfejari",2026-02-09 11:48:58 EST,2026-02-09,Y,2026-02-09_054.jpg,N,,,,,,"Fajr Festival, film screenings, cinema",,Pop culture,,No
"ماشالا همه هم اینکاره بودن که!!🔞🫣

💢 منتظر قسمت امشب #اخبار_انفجاری باش!

🆔 @akhbarenfejari","Wow, everyone was doing this!! 🔞🫣

💢 Wait for tonight's episode #breaking_news!

🆔 @akhbarenfejari",2026-02-09 12:02:01 EST,2026-02-09,Y,2026-02-09_055.jpg,N,,,,,,experts,,Foreign intervention,,No
,,2026-02-09 12:02:06 EST,2026-02-09,N,,,,,,,,,,International news,,No
"🛑 امکان خرید آنلاین کالاهای اساسی با کالابرگ الکترونیکی

💻 امکان استفاده الکترونیکی از کالابرگ برای خرید آنلاین کالاهای اساسی فراهم شد. 

🆔 @akhbarenfejari","🛑 Possibility of online purchase of essential goods with electronic bill of lading

💻 The possibility of electronically using the bill of lading for online purchase of essential goods has been provided.

🆔 @akhbarenfejari",2026-02-09 12:16:34 EST,2026-02-09,Y,2026-02-09_056.jpg,N,,,,,,"e-commerce, digital bill of lading, online shopping, essential goods",,Iranian economy,,No
